content,theme,sentiment,anls
"活动买来的, 性价比稍微好点, 高速卡,测试速度还可以,比较满意,写入标称80M/s,我测得70M+/s.存在少量误差;读取倒是和标称符合90M/s, 当然前提usb3.0读卡器+usb3.0接口, 至于usb2.0懒得测了, 差距较大.但愿用的久一些....",性价比;NULL;NULL;速度;NULL;,好点;高速;卡;还可以;久;,1;1;-1;1;0;
给妈妈买的，很好用，用了一个月才来评价，经济适用，京东最给力送货上门，就是当时冰箱是放倒带来的，我很郁闷,NULL;NULL;NULL;京东;NULL;,很好;经济;适用;给力;郁闷;,1;1;1;1;-1;
好好好好好！,NULL;,好;,1;
试用了一下。总体来说不错，虽然有些小瑕疵。不过卖家售后很好，其实现在软件设施要比硬件更加留住人心！,总体;NULL;售后;,不错;瑕疵;很好;,1;-1;1;
一点效果都没有，气味还好臭,气味;NULL;,还好;臭;,1;-1;
接触不良,NULL;,接触不良;,-1;
看不懂。,NULL;,看不懂;,-1;
收到已经拆封过，还贴了“套装勿拆”的胶带，让人不得不怀疑是别人退换货的产品。,NULL;,拆封过;,-1;
挺好的，评价的有些晚了，我的房间小制冷效果挺好的，耗电也挺满意，比1.5的少很多，在外面随时开关，挺不错,NULL;制冷效果;耗电;NULL;,挺好;挺好;满意;很多;,1;1;1;1;
样子很漂亮 电池一般  目前速度也快   重量轻厚度薄,电池;速度;厚度;,一般;快;薄;,0;1;0;
东西今天收到，表面看还将就，我一细检查，两边挎处全脱线，打工太粗，一下子就厌烦了网购，,NULL;,将就;,-1;
一朵好浴花。起泡泡，花球大，哈哈,NULL;,好;,1;
我发现你们京东的店铺多很NB，我们顾客咨询宝贝款式新款途胜钥匙包的时候说有的， 实物发过来又给我发错了。没有就说没有为什么要欺骗消费者。5点多找客服多没人理。,NULL;NULL;,错;欺骗;,-1;-1;
还可以吧，就是太粗，,NULL;,还可以;,1;
不到12小时就无法充电了，线比较细。建议虽然便宜，但不要浪费钱。,NULL;,便宜;,1;
和图片差不多也送了东西，干湿通用，蛮好用的,图片;NULL;NULL;,差不多;通用;蛮好;,0;1;1;
挺好的，就是买小了点，性价比很高[追评],NULL;NULL;性价比;,挺好;小了点;很高;,1;-1;1;
买回来  音效一点都不好。声音开最大就有噪音。  反正不好,音效;NULL;NULL;,不好;有噪音;不好;,-1;-1;-1;
没用几天坏了，联系售后没人答理,NULL;,坏;,-1;
坑爹的假货！！我和以前在屈臣氏买的一对比。不仅开关是坏的。味道还不对，后面印刷的字也不对，第一次网购买到假货，真心郁闷,NULL;NULL;NULL;味道;字;NULL;NULL;,坑爹;假货;坏;不对;不对;假货;郁闷;,-1;-1;-1;-1;-1;-1;-1;
感觉不错 以前吃的就是这个 希望效果能和之前的一样,感觉;,不错;,1;
不好，用了不到一个月就坏厂,NULL;NULL;,不好;坏;,-1;-1;
现在看着没什么问题，希望它能用得顺心,NULL;NULL;,能用;顺心;,1;1;
太黑了，不适合我，我皮肤比较白，买了浪费钱。遮瑕也没感觉，涂在脸上感觉黑一块白一块的,NULL;,浪费;,-1;
质量好，不错,质量;NULL;,好;不错;,1;1;
这个面霜也太干了吧！,NULL;,干;,-1;
冷暖空调挂机还可以，上门安装挺快的。,NULL;安装;,还可以;挺快;,1;1;
还行，货也到得快。,NULL;NULL;,还行;快;,1;1;
黑心商家，大家看看是不是6和6Plus都是买一赠一，它们愣说不是，无语。。。。,NULL;NULL;,黑心;无语;,-1;-1;
纸盒没有保护，直接被同箱的玻璃瓶子压扁，已有少量漏液。这次的包装是收到那么多次京东货品中最差的,NULL;,漏液;,-1;
款式发错了，还有就是太容易勾出纱来了，真的很头痛。,款式;NULL;,发错;容易;,-1;1;
不错，价格实惠，送货快。 快递小哥态度好,NULL;价格;送货;态度;,不错;实惠;快;好;,1;1;1;1;
东西不知道如何  等待后续   选择的快递不负责  看图   把东西都压得变形了   。。还好里面的东西没事,快递;东西;NULL;东西;,不负责;变形;还好;没事;,-1;-1;1;0;
不能用的，USB的口被胶堵死了，无法插入USB口。废品一个  一分钱一分货  大家最好别买,NULL;NULL;,废品;最好;,-1;1;
公司年会发的奖品，送货快，时间来得及,送货;,快;,1;
快递很快，晚上买的，早上就到了，京东真的很快。风扇很轻，尤其是底座，有点不太稳的感觉，晚上噪音有点大，其它的都很好。第一次买这牌子的风扇，感觉还行，毕竟价格在那。感觉风好像没有美的的远。,快递;京东;风扇;NULL;感觉;,很快;很快;很轻;很好;还行;,1;1;1;1;1;
很满意，非常好启动快，基本无声，,NULL;NULL;启动;,满意;好;快;,1;1;1;
没有封口贴，与图示不符,图示;,不符;,-1;
送朋友，朋友很喜欢，希望多搞活动,NULL;,喜欢;,1;
手机不行，发热，屏幕尺寸不够！,手机;,不行;,-1;
我买了两个，都是指定要红色的，但是店家给我发一个黑色，一个蓝色。其他的都还好了！,NULL;,还好;,1;
感觉很适合夏天，不适合冬天，不滋润。。。,感觉;NULL;,适合;不滋润;,1;-1;
真垃圾，没有看清楚，以为5.8kg是最大的，原来是最小号的，一次只能甩一件底裤，大件一点的只能剪开来甩，退换还不包邮的，寄回去相当的一台机器的钱，也只能给邻居甩尿布用了，下次不问清楚，收快递不验收真不敢在京东买东西了，垃圾～图片就不晒了,NULL;NULL;NULL;NULL;,垃圾;不包邮;清楚;垃圾;,-1;-1;1;-1;
送的，就用过一次，就那样吧，能用,NULL;,能用;,1;
真是一次愉快地网购啊 我很喜欢,NULL;网购;,愉快;喜欢;,1;1;
刚用有点苦，后来就不苦了！但是包装不喜欢,包装;,不喜欢;,-1;
耳机是坏的，只有一个有声音,NULL;,坏;,-1;
风扇还是可以的，就是有点捽烂了，还是不怎么满意,NULL;NULL;NULL;,可以;烂;不怎么满意;,1;-1;-1;
这个东西太不值了，买那么多这个是最不值的，真想爆粗口，店主问问你自己这玩意值不值*,东西;NULL;,不值;不值;,-1;-1;
送货很快，产品质量真的不行，特别假黑,送货;NULL;NULL;,很快;不行;假;,1;-1;-1;
买回来捏一下碎了，，，++！,NULL;,碎;,-1;
是第三天发货的，而且没有收到钢化膜，不过手机是正品，客服服务态度也还可以,NULL;态度;,正品;还可以;,1;1;
差评，'''''',NULL;,差评;,-1;
没那么好看=_=,,,
坑人的啊？还卖买了二个,NULL;,坑人;,-1;
屏幕存在严重漏光 申请换货中 说要送到厂家检测 周期7-15天,NULL;,严重;,-1;
挺好的，就喜欢大屏幕,NULL;NULL;,挺好;喜欢;,1;1;
看似不油腻，但我用了一周后，眼睛四周长了一圈的封闭粉刺，看来，这个眼霜不好吸收,眼睛;眼霜;,长;不好;,1;-1;
明显划痕，像要开裂了，虽然99的价格相比原价来说便宜了，可是我花了将近100买一瑕疵品，说话不太爽。不过试用来看，真心好用。所以外观3星，试用五星，平均下四星吧，其实我想给三星半的。,NULL;原价;说话;NULL;试用;,明显;便宜;不太爽;好用;五星;,0;1;-1;1;1;
味道很难闻啊！就不用了。,味道;,难闻;,-1;
自己动手丰衣足食<br/>操作方便 最主要比超市便宜<br/>叫人清洗也是很随意 自己动手还干净,操作;NULL;清洗;NULL;,方便;便宜;随意;干净;,1;1;1;1;
很棒，泡沫多是我喜欢的类型。,NULL;NULL;,很棒;喜欢;,1;1;
商品质量不错，应该是正品,商品质量;NULL;,不错;正品;,1;1;
购买的是钢化膜，但是这个&ldquo;钢化膜&rdquo;可不是我们想的钢化膜，就一个小玻璃片，放在手机上一分钟后就碎了。这什么玩意，我都不好意思说我见过了钢化膜，整一个。。，不行，我要告诉刘。。。。（钢化膜理论上不是遇到），申请退款也不退。,NULL;NULL;,碎;不行;,-1;-1;
也还可以吧,NULL;,还可以;,1;
9月17到手  10月8日重力感应器就坏了  现在京东收去返厂维修   要10到30天     蓝廋  香菇,NULL;,坏;,-1;
是原装的手机屏，碎了得换个，原装就是好，清晰度高多了[追评],NULL;原装;清晰度;,碎;好;高;,-1;1;1;
质量还好吧一一一一一一一一一一一一一一,质量;,还好;,1;
非常不错的,NULL;,不错;,1;
发货速度满意,发货速度;,满意;,1;
是我喜欢的款，网速也很快。也配套的很齐全?,NULL;网速;,喜欢;很快;,1;1;
送货速度快 东西用着一般吧 下次还是用洗面奶好,送货速度;用着;洗面奶;,快;一般;好;,1;0;1;
还没用，但是尾部铁皮破了，破了，破了，竟然破了，霜从里面漏出来，不开心，第一次遇到这样的QAQ,NULL;NULL;NULL;NULL;NULL;,破;破;破;破;不开心;,-1;-1;-1;-1;-1;
挺好的，京东就是好想你呀，就是好,NULL;NULL;,挺好;好;,1;1;
"这怎么跟旧的一样，小黑瓶都快成小白瓶了,封口感觉也开过",NULL;小黑瓶;,旧;快;,-1;1;
还行，就是味道有点冲没有想象中的好,NULL;NULL;,还行;好;,1;1;
总算找到一款不错的不需要储水的净水过滤器，就是出水的速度稍慢，总之难两全，这款已经不错了,NULL;速度;NULL;,不错;稍慢;不错;,1;-1;1;
吓死我了，用这个结果满头的脂溢性皮炎。我去看医生了，医生开了止痒药。我不敢再用了，以前从没得过。这个洗发水就是不油，可是发痒咋回事？？？？,洗发水;NULL;,不油;发痒;,1;-1;
垃圾毛毛太多一打开就有一股异味，穿在床上睡一觉毛越来越多,NULL;,垃圾;,-1;
刚开始效果还不明显、需要用一段才能知道效果。,NULL;,不明显;,0;
很满意，价格实惠，制冷效果好。,NULL;价格;制冷效果;,满意;实惠;好;,1;1;1;
好正品,NULL;NULL;,好;正品;,1;1;
还可以吧还可以吧还可以吧还可以吧还可以吧,NULL;NULL;NULL;NULL;NULL;,还可以;还可以;还可以;还可以;还可以;,1;1;1;1;1;
记得骑白茫雪山的时候，外面是干的，内面全是湿的&hellip;&hellip;,NULL;,干;,-1;
安全温暖，热的时间挺长的,安全;时间;,温暖;挺长;,1;1;
发货速度太慢,,,
裤子感觉不安逸,,,
电脑控温准，中间变温方便使用。,控温;,准;,1;
电池续航: 续航还可以。 显示效果: 挺清晰。 运行速度: 还不错。挺流畅的。 拍照效果: 像素很好。 总结: 手机运行比较流畅。玩游戏不卡。[追评],续航;NULL;NULL;NULL;像素;运行;玩游戏;,还可以;清晰;不错;流畅;很好;流畅;不卡;,1;1;1;1;1;1;1;
[追评]送货师傅预约的送货时间及时送到，客户提前帮忙联系了安装，师傅也提前就到了，整个安装过程非常顺利，还教了使用方法，体验感棒棒哒！,送货时间;NULL;体验;,及时;顺利;棒棒哒;,1;1;1;
现在看着挺好，用用看在评论,看着;,挺好;,1;
挺好的，实用，刚到就迫不及待的打开看了，是我想要的类型，棒棒哒~,NULL;NULL;NULL;,挺好;实用;棒棒哒;,1;1;1;
保暖衣还好。和商家苗述一样。很满意。以后还买你家！&lsquo;,NULL;NULL;,还好;满意;,1;1;
挺好的，满意，客服的态度也好[追评],NULL;NULL;态度;,挺好;满意;也好;,1;1;1;
好用！起码买了四个了，健身人士的煮蛋神器。另外夸一下京东的配送，很周到，每次都送到家。辛苦你们了！,NULL;NULL;NULL;,好用;周到;辛苦;,1;1;1;
很快就又长毛了，毛巾严重褪色。。。,NULL;毛巾;,很快;严重;,1;-1;
此差评针对快递，乌龟的速度！,NULL;,差评;,-1;
洗衣机没有问题，京东物流很快，,洗衣机;物流;,没有问题;很快;,-1;1;
"梳子是秒杀的33.6,本来准备送人的，但是包装是软盒，感觉没质感就留着自己用吧，梳子好像有点轻",NULL;,轻;,1;
用了几天才来回复，手机速度很快，一点都不卡，给五分[追评],手机速度;NULL;,很快;不卡;,1;1;
书的质量还行，宝宝还没来得及看。</br>,质量;,还行;,1;
好用，舒服。闻着味道应该是正品，用来做按摩滋润不油腻,NULL;NULL;NULL;按摩;,好用;舒服;正品;滋润;,1;1;1;1;
没去查真伪，但是面霜看起来和用起来都很滋润，有股野菊花味道， 对于我的敏感皮擦了也没啥不良反应， 质量对得起这个价位了。,用起来;NULL;质量;,滋润;敏感;对得起;,1;1;1;
外包装好脏 有划痕 没有塑封 看着就恶心 快递员服务也很差,外包装;NULL;NULL;看着;服务;,好;脏;有划痕;恶心;很差;,1;-1;-1;-1;-1;
不好用 粘度不好 总会翘起来,NULL;粘度;,不好用;不好;,-1;-1;
电视挺好画面挺清楚 比线下也便宜不少,电视;画面;NULL;NULL;,挺好;清楚;便宜;不少;,1;1;1;1;
该用户未及时评价，系统自动好评。,用户;NULL;,未及时;好评;,-1;1;
物流不算快，包装很烂，送的钢化膜还碎了一盒，手机还是好的,物流;包装;NULL;,不算快;很烂;好;,-1;-1;1;
还可以吧！下次还会再买,NULL;,还可以;,1;
非常好用，省心也省事呦，形状还很可爱,NULL;NULL;NULL;形状;,好用;省心;省事;可爱;,1;1;1;1;
石斛收到了，枝叶很粗壮，卖家服务好，包装的很仔细，收到完好无损，很满意,NULL;卖家服务;NULL;NULL;NULL;,粗壮;好;仔细;完好无损;满意;,1;1;1;1;1;
质量真的很差，即没品像，也没茶味。,质量;,很差;,-1;
书还没仔细看，质量上没看出什么问题。但书店服务太差，可以说是我在京东购物十年，遇到的服务最差的第三方卖家。,服务;NULL;,太差;可以;,-1;1;
商品是假冒伪劣产品。没有二维码编号，售后根本不理人。网页上留的电话是关机状态，根本就是假的。大家千万别上当。,NULL;NULL;NULL;,假冒伪劣;不理;假;,-1;-1;-1;
不能配华为荣耀畅玩，不能同时连接两部手机。咨询客服没人。真是无语,NULL;,无语;,-1;
相当不错，没啥噪音，美得很,NULL;NULL;,不错;美;,1;1;
第一次在京东购物，感慨最深的是京东物流速度之快，昨天晚上七点五+下单，今天中午两点多就拿到了宝贝。为京东物流点赞！再说宝贝，和预期差不多。,物流速度;物流;NULL;,快;点赞;差不多;,1;1;0;
不错，声音还小。[追评],NULL;,不错;,1;
很满意，安装快捷认真负责，以后买大家电就在京东,NULL;安装;NULL;,满意;快捷;认真负责;,1;1;1;
價格太贵了，同一款式，價格才19.8 。我吐血啊！千萬不要上当,NULL;,太贵;,-1;
很不错啊。。,NULL;,不错;,1;
一般 就是坨肥皂 没有改善效果,NULL;,一般;,0;
手机蛮好的,手机;,蛮好;,1;
贵的要死贵的要死贵的要死,NULL;NULL;NULL;,贵;贵;贵;,-1;-1;-1;
冷藏柜材质和做工都挺讲究的，外观漂亮精致，很大气，用着挺方便的，性价比高~,做工;外观;NULL;NULL;用着;性价比;,讲究;漂亮;精致;很大;方便;高;,1;1;1;1;1;1;
